Part type,Part name,Rank,StackHeight,CA Mirror,Data mask,Address width,Row width,Column width,Bank width,Bank group width,CS width,CKE width,ODT width,CK width,Memory speed grade,Memory density,Component density,Memory device width,Memory component width,Data bits per strobe,IO Voltages,Data widths,Min period,Max period,tCKE,tFAW,tMRD,tRAS,tRCD,tREFI,tRFC,tRP,tRRD_S,tRRD_L,tRTP,tWR,tWTR_S,tWTR_L,tXPR,tZQCS,tZQINIT,cas latency,cas write latency,burst length,RTT (nominal) - ODT
RDIMMs,MTA18ADF2G72PZ-2G3,1,1,0,0,17,17,10,2,2,1,1,1,1,2G3,16GB,8Gb,72,4,4,1.2V,72,833,1600,5000 ps,13000 ps,8 tck,32000 ps,13320 ps,7800000 ps,350000 ps,13320 ps,3300 ps,4900 ps,7500 ps,15000 ps,2500 ps,7500 ps,360 ns,128 tck,1024 tck,18,16,8,RZQ/6
